N|Acuraccy|Precision|Recall|F-Measure|Class|Domain|DomainValue|Comment
196|0.14646465|0.040229887|0.7777778|0.07650273|1||0.0|"""@montrell_: i'm tired of bitches saying i look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody."
197|0.15075377|0.040229887|0.7777778|0.07650273|2||0.0|"""@motherjones: 10 birds your grandkids may never see, thanks to climate change  "" #climate"
198|0.15|0.04|0.7777778|0.07608695|1||0.0|"""@mvckfadden: ""stay beautiful you bitch"""""
199|0.14925373|0.039772727|0.7777778|0.075675674|1||0.0|"""@nickiminaj: #wutkindar purple. ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. but in still shitted on sum gurls"
200|0.14851485|0.03954802|0.7777778|0.07526881|1||0.0|"""@nastycopper: money getting taller and bitches getting blurry"""
201|0.14778325|0.039325844|0.7777778|0.07486631|1||0.0|"""@newsomejade: i ain't never seen a bitch so obsessed with they nigga&#128514;"" i'm obsessed with mine &#128529;"
202|0.14705883|0.039106146|0.7777778|0.07446808|1||0.0|"""@nicholas_ted33: kobe stay talking trash. but let's not forget "" @j_austin12 i meant to do this one. smh."
203|0.14634146|0.03888889|0.7777778|0.07407408|0||0.0|"""@nochillpaz: ""at least i'm not a nigger"" "" lmfao"
204|0.14563107|0.038674034|0.7777778|0.07368421|1||0.0|"""@no_fakingg: people always asking me what i'm mixed with."" she a bad asian bitch lol"
205|0.14492753|0.03846154|0.7777778|0.07329843|0||0.0|"""@notoriousbm95: @_whiteponyjr_ ariza is a snake and a coward"" but at least he isn't a cripple like your hero roach lmaoo"
206|0.14903846|0.03846154|0.7777778|0.07329843|2||0.0|"""@osay_it_aint_so: &#8220;@ignorealllaws: fosters home for imaginary trash&#8221; whoa chill"" that show was everything tf"
207|0.14832535|0.038251366|0.7777778|0.072916664|1||0.0|"""@officialreplay: i am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!"
208|0.14761905|0.038043477|0.7777778|0.07253886|1||0.0|"""@prayingforhead: &#8220;@macklemroe: stop bringing weird niggers into my mentions! @prayingforhead&#8221; """
209|0.14691943|0.037837837|0.7777778|0.072164945|1||0.0|"""@prettyboss_brat: we don't love these hoes &#128080;&#128581;"""
210|0.14622642|0.03763441|0.7777778|0.07179487|1||0.0|"""@patrickquelo: if yo girl cant have homeboys you a ol weak bitch ass nigga!"""
211|0.14553991|0.037433155|0.7777778|0.071428575|1||0.0|"""@patsfanjoe32: @d_palomino52 i think worst advice i gave you was "" don't be a pussy and speed up"" lol"""
212|0.1448598|0.03723404|0.7777778|0.071065985|1||0.0|"""@poemsporn: quote this tweet with your favorite animal.""pussy"
213|0.14418605|0.037037037|0.7777778|0.070707075|1||0.0|"""@poetic_success: i hate when strippers tell you they're ""dancers"". hoe, ballet dancers don't pop their pussy to beethoven. you a stripper!"""
214|0.14351852|0.036842104|0.7777778|0.07035176|1||0.0|"""@poffalicious: andrewbryant: poff has double vision after 2 beers poff: ... double pussy &#128526;"" smh"
215|0.14285715|0.036649216|0.7777778|0.07|1||0.0|"""@poobie_: when bitches twerk on the computer.... me: ""in ya &#128089;, in ya damn &#128089;&#8252;&#65039;"""""
216|0.14220184|0.036458332|0.7777778|0.06965174|1|WN:110492384-n|0.09090909|"""@prodsjewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @peacepunkprince prince, this is art.  nobody takin his bitch!"
217|0.14611872|0.036458332|0.7777778|0.06965174|2||0.0|"""@quan1t0: 61% of welfare/government aid is claimed by white people. so y'all black slander is trash now."""
218|0.14545454|0.03626943|0.7777778|0.06930693|1||0.0|"""@quan1t0: these bitches don't care they just play that role."""
219|0.14479639|0.036082473|0.7777778|0.06896552|1||0.0|"""@queen_kaaat: it took a while for you to find me, but i was hiding in the lime tree."" @iemonaids dis bitch in da wrong tree bro."
220|0.14414415|0.035897437|0.7777778|0.068627454|0||0.0|"""@rtnba: drakes new shoes that will be released by nike/jordan.... yes, there's glitter on the shoes "" ....dudes a fag"
221|0.14349777|0.035897437|0.7|0.068292685|2||0.125|"""@rachiesoul: @dizzleofficial inna di ghetto!!!"" you alone lmaoo"
222|0.14732143|0.035897437|0.7|0.068292685|2||0.0|"""@ramboutit: &#8220;@master11_: @20tolife_ @ramboutit hoes austin&#8221; teach us austin.""i teach u how to get curved? that's all i know"
223|0.14666666|0.035714287|0.7|0.06796117|1||0.0|"""@reachtheeclimax: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!"
224|0.1460177|0.035532996|0.7|0.06763285|1||0.0|"""@renegademo: fat hoes get chose"" lol"
225|0.14537445|0.035353534|0.7|0.06730769|1||0.0|"""@riahsm: #hoesaintloyal"" well they're hoes,no one expects them to be loyal"
226|0.14473684|0.03517588|0.7|0.066985644|1||0.0|"""@rishaawilliams: @treshon_scrooge @_nevertrustt ol bitch ass"" "
227|0.14410481|0.035|0.7|0.06666666|1||0.0|"""@rnadjorell: bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad"" lmaooo"
228|0.14347826|0.03482587|0.7|0.066350706|1||0.0|"""@sactownprodigy: just because tony romo at the mavs game dont mean he still not a bitch lmao.. fuk them cowgirls"" lol bitch fuck you"
229|0.14285715|0.034653466|0.7|0.06603774|1||0.083333336|"""@samjlayman : holy shit, freddie highmore was in charlie and the chocolate factory"" me: *rolls on the floor, laughing*"
230|0.14224137|0.03448276|0.7|0.065727696|1||0.0|"""@samirahusic_: ""i don't want to have sex with my gf because i feel like i'm using her.."" - anonymous"" whata faggot"
231|0.1416309|0.034313727|0.7|0.06542056|1||0.0|"""@sexualgxfs: @ one of your followers with this &#128525;&#128553; "" @ somebody, bitch if you don't"
232|0.14102565|0.034146342|0.7|0.06511628|1||0.0|"""@shaa_jenkins: if ya bitch always bitching clearly she care!"" or just an annoying bitch!"
233|0.14042553|0.033980582|0.7|0.06481481|1||0.0|"""@shantaughther: these catfish hoes thinkin they slick.. but niggas catching on &#128524;"""
234|0.13983051|0.033816423|0.7|0.06451613|1||0.0|"""@shewenttojordan: can't worry about a bitch that ain't worried bout me"" #real"
235|0.1392405|0.033653848|0.7|0.06422018|1||0.0|"""@showarrive: side hoes are for insecure niggas that can't handle a real one."""
236|0.13865547|0.033492822|0.7|0.06392694|1||0.0|"""@shun_stokes: &#128514;&#128514;&#128514;&#128514;rt @bluprint_4: lmao! this bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;"
237|0.1380753|0.033333335|0.7|0.06363636|1||0.0|"""@shun_stokes: my cousin said he share hoes with his brothers. he said sharing is caring and he love his brothers &#128514;"""
238|0.1375|0.033175357|0.7|0.06334842|1||0.0|"""@slimgirl_probz: i'm hungry but ionn wanna spend my money on food&#128530;""broke hoe problems &#128514;&#128514;&#128514;&#128128;"
239|0.13692947|0.03301887|0.7|0.06306306|1||0.0|"""@smeegbaby: dese hoes be lyin to all of us nigga"""
240|0.13636364|0.032863848|0.7|0.06278027|1||0.0|"""@snakecharmsdump: "" oh yeah fuck that bitch"
241|0.1399177|0.032863848|0.7|0.06278027|2||0.0|"""@sportscenter: eli manning just threw his nfl-leading 27th interception of the season."" lmao trash"
242|0.14344262|0.032863848|0.7|0.06278027|2||0.0|"""@sportscenter: usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team. &#187; "" he's a bitch"
243|0.14285715|0.03271028|0.7|0.0625|1||0.0|"""@stellatex: guess what? i also have zero time for your mansplaining! adios!"" stfu pussy"
244|0.14634146|0.03271028|0.7|0.0625|2||0.0|"""@stephenwildboy: chilling &#128069;&#8482; "" sexy scally lad"
245|0.14574899|0.03255814|0.7|0.06222222|1||0.0|"""@strap__: i ain't sharing no bitch if you mines you mines &#128175;"""
246|0.14516129|0.032407407|0.7|0.061946902|1||0.0|"""@sukmysweetness: money only impress the simple broke bitches"""
247|0.14457831|0.032258064|0.7|0.061674006|1||0.0|"""@sylvieamx: #pisces will never be anybody's bitch, they don't let people control or change them."" rigghhht"
248|0.148|0.032258064|0.7|0.061674006|2||0.0|"""@tee_jonez: @16stanleys @kingcuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;"
249|0.15139443|0.032258064|0.7|0.061674006|2||0.0|"""@tee_jonez: @kingcuh @16stanleys i'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;"
250|0.15079366|0.03211009|0.7|0.06140351|1||0.0|"""@tayknosbest: these hoes is crazy"""
251|0.15019763|0.03196347|0.7|0.06113537|1||0.0|"""@taylorr_babee: you ain't ever gonna be a slice bitch."" kevin hart. (:"
252|0.1496063|0.03181818|0.7|0.060869563|1||0.0|"""@thatniggatroy: oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch."
253|0.14901961|0.03167421|0.7|0.060606062|1||0.0|"""@thegamerkingkev: i wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags"
254|0.1484375|0.03153153|0.7|0.060344826|1||0.0|"""@thenewsat: #newsatquestions yeah bitch, yeah bitch, call me _______ a.) maybe b.) steve-o c.) later d.) jesse pinkman"" @machinegunkelly"
255|0.14785992|0.031390134|0.7|0.060085837|1||0.0|"""@thenymphotweets: hickies in between her thighs right by her pussy &gt;&gt;&gt;"" its only right"
256|0.14728682|0.03125|0.7|0.05982906|1||0.0|"""@theonemiss_luu: would you still love me when i'm no longer young and beautiful?"" no. ugly monkey ass."
257|0.14671814|0.031111112|0.7|0.05957447|1||0.0|"""@therealrickyb21: @jetsandaswisher @gook____ y'all come through the front.""bitch i ain't coming"
258|0.14615385|0.030973451|0.7|0.059322033|1||0.0|"""@therealrickyb21: @jetsandaswisher faggot bitch"" "
259|0.14559387|0.030837005|0.7|0.059071735|1||0.0|"""@the_realist_sam: @madrid2_ yea, i'm on my ipad. i don't work this friday. let's ball this faggot up @tropicalblanket""i work 2-5"
260|0.14885496|0.030837005|0.7|0.059071735|2||0.0|"""@theo17100: "" this scally lad would get it"
261|0.14828898|0.030701755|0.7|0.05882353|0||0.0|"""@theomaxximus: #gerryshalloweenparty "" halloween was yesterday stupid nigger"
262|0.14772727|0.030567685|0.7|0.058577407|1||0.0|"""@theomaxximus: chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* "
263|0.14716981|0.030434782|0.7|0.05833333|1||0.0|"""@thornton25: &#8220;@kantkeepahbytch: i love eating pussy lol i never get full lol&#8221; i can eat that shit forever lol"" and ever."
264|0.14661655|0.030303031|0.7|0.058091287|1||0.0|"""@tmacc_gfg: &#8220;@voiceofdstreetz: ""@tmacc_gfg: &#8220;@tizzimarie: no slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;&#8221;them hoes taste like meds""&#127815;&#127815;&#127868;"
265|0.14606741|0.030172413|0.7|0.05785124|1||0.0|"""@tmacc_gfg: &#8220;@tizzimarie: no slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;"
266|0.14552239|0.030042918|0.7|0.057613164|1||0.0|"""@tmacc_gfg: bobby bitch-by @bobbyshmurdags9 be getting me live as fuck"" hell yea i play that hoe before my workout"
267|0.14498141|0.02991453|0.7|0.057377048|1||0.0|"""@trelekidd: yo bitch is gucci mane rt @jabarithegreat : my bitch a stoner &#128175;&#128175; ""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
268|0.14444445|0.029787235|0.7|0.057142857|1||0.0|"""@tweetgamelazy: i can ride your bitch with no handle bars"""
269|0.14391144|0.029661017|0.7|0.05691057|1||0.0|"""@tyjoncuffee: and if you ain't a hoe get up out my traphoussseeeee"""
270|0.14705883|0.029661017|0.7|0.05691057|2||0.0|"""@uberfacts: 15 sad tv character deaths we're still bitter over...  ""ned stark was the man"
271|0.14652015|0.029535865|0.7|0.05668016|1||0.0|"""@unholy_jack: these harbor bitches are all ""party bus hoes"""" lol all?"
272|0.1459854|0.029411765|0.7|0.056451615|1||0.0|"""@vbomb20: @woodchuck20 pussy"" love it"
273|0.14545454|0.029288704|0.7|0.0562249|1||0.0|"""@veronikahumbert: ultraviolence video, its coming you little bitch! #mtvhottest lana del rey "" bitchy promo"
274|0.14492753|0.029166667|0.7|0.056|1||0.0|"""@vineforthebyrd: on my way to fuck your bitch "" lmfao kittycopter"
275|0.14801444|0.029166667|0.7|0.056|2||0.0|"""@wbur: a smuggler explains how he helped fighters along the ""jihadi highway"": """
276|0.14748201|0.029045643|0.7|0.055776894|1||0.0|"""@wbeezy_: ""@quathegreat: aww their avis look so cute together &#128145; "" &#128128;&#128128;&#128128;"" do i gotta get ike avi on this bitch ?"
277|0.1469534|0.02892562|0.7|0.05555556|1||0.0|"""@wbeezy_: ""@run_drc: its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me""why ?"
278|0.14642857|0.028806584|0.7|0.05533597|1||0.0|"""@wannabekanye: whys this bitch boosting herself "" her size isn't exactly the most healthy tho"
279|0.14590748|0.028688524|0.7|0.05511811|1||0.0|"""@withaprettyface: @_1nonlykeisha bet not be no bitches! &#128514;&#128080;&#128299;&#128299;&#128298;"" &#128514;&#128514; kim bye!!!"
280|0.14539006|0.028571429|0.7|0.05490196|1||0.0|"""@x_xpdotjdot: damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. drive these bitches loco"
281|0.14487633|0.028455285|0.7|0.054687504|1||0.07692308|"""@xojennygirl: i'm making marack my girlfriend ."" @marackaf aye b you pullin hoes just like o taught you"
282|0.14436619|0.02834008|0.7|0.054474704|1||0.0|"""@xoxo__angiee: bruno fag boy"" you love me."
283|0.14385965|0.028225806|0.7|0.05426357|1||0.0|"""@yehits_von: &#8220;@run_drc: i must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw"" this why we always beefing &#128514;"
284|0.14685315|0.028225806|0.7|0.05426357|2||0.0|"""@yankees: down 6-1, #yankees look to rally in the bottom of the 9th."" #rallycap"
285|0.14634146|0.02811245|0.7|0.054054055|1||0.0|"""@youngricooo: &#8220;@wexicanafro702: don't take advantage of a nice person&#8221;@ hoes""@ everyjuan"
286|0.14583333|0.028|0.7|0.053846154|1||0.0|"""@youngricooo: happy birthday bitch nigga @wexicanafro702"" thanks pal"
287|0.14532872|0.027888447|0.7|0.053639848|1||0.0|"""@youngricooo: sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday"
288|0.14482759|0.027777778|0.7|0.053435117|1||0.0|"""@yungmigo: @shane_a1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca"
289|0.14432989|0.027667984|0.7|0.05323194|1||0.0|"""@zoebarton3: @h0rheyd ewww i said that last sunday..as in the last sunday i was there. read it again nigs""&#128563;&#128563;&#128563;&#128563;&#128563;"
290|0.14383562|0.027559055|0.7|0.0530303|1||0.0|"""@_bada_bing: i only punch real niggas in the face cause a pussy nigga is gonna punch me right back"" strong mush or shake.."
291|0.14334472|0.02745098|0.7|0.05283019|1||0.0|"""@_beedontcare my pussy still fresh"" &lt;----- something stank girls say."
292|0.14285715|0.02734375|0.7|0.05263158|1||0.0|"""@_geewillikers_: ass slapping is one the greatest things. haha. &#128527;"" i slapped a girl on the ass. . she got mad i aint get pussy for a week"
293|0.14237288|0.027237354|0.7|0.052434456|1||0.0|"""@_tommycollins: @wearerichnow @buffalobills yeah texans are so much better you fucking retard"" i see that you're mad about this."
294|0.1418919|0.027131783|0.7|0.052238803|1||0.0|"""@__malibubarbie: nd wtf is up with dark bitches with blonde.. please have several seats hoe!"" ..looking like black&amp;milds out here"
295|0.14141414|0.027027028|0.7|0.05204461|1||0.0|"""@__sugga: there's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;"
296|0.1409396|0.026923077|0.7|0.051851854|1||0.0|"""@__sneakyb: i hate when boys deny that they have bitches &#128080;&#128553;"" smh"
297|0.14046822|0.026819924|0.7|0.05166052|1||0.0|"""@__taradise__: ya nigs out there still saying y'all don't eat butt?!"" with a straight face!"
298|0.14|0.026717557|0.7|0.05147059|1||0.0|"""@__yourewelcome: im a boss ass bitch"" ...that needs to sit in a corner"
299|0.13953489|0.02661597|0.7|0.051282052|1||0.0|"""@_iwantfranny: he's a hoe , i can't"""
300|0.13907285|0.026515152|0.7|0.051094897|1||0.0|"""@_prettyflvck0: me and paul thinkin bout gettin rentals for da weekend &#128665;&#128168;&#128168;""oooh shit bitches betta stay out da streets"
301|0.13861386|0.026415095|0.7|0.05090909|1||0.083333336|"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;"""
302|0.13815789|0.02631579|0.7|0.050724637|1||0.0|"""@_simplycaitlin: why do my friends hate me"" because you a ratchet hoe.."
303|0.13770492|0.026217228|0.7|0.050541516|1||0.0|"""@adriwadrri: no love for these fuck niggas"" hoes*"
304|0.13725491|0.026119404|0.7|0.05035971|1||0.0|"""@airmaxlad1: hot meat "" sexy as fuck scally lad. i would love to meet him and his trainers."
305|0.13680781|0.026022306|0.7|0.050179213|1||0.0|"""@airmaxlad1: sniff "" perved up scally lad. fuck yeah."
306|0.13636364|0.025925925|0.7|0.049999997|1||0.0|"""@alejandra_p13: these bitches love sosa"""
307|0.13592233|0.025830258|0.7|0.049822062|1||0.0|"""@alexissixela__: &#8220;@white_thunduh: i legit watched it for about 30 or 40 seconds &#128529;&#8221;so did i wtf"" prob cause were retarded smh"
308|0.13548388|0.025735294|0.7|0.04964539|1||0.0|"""@allisonnamaya_: what should i name my cat, ideas?"" mr pussy"
309|0.13504823|0.025641026|0.7|0.049469966|1||0.0|"""@altosteel115: "" woof woof. sexy thug boy scally."
310|0.13461539|0.025547445|0.7|0.049295776|1||0.0|"""@ambitiousbree: @_1nonlykeisha u see the damn phone ringing? &#128547;&#128530;&#128542;"" when you married bitches makes demands!!!! you haven't called me"
311|0.1341853|0.025454545|0.7|0.049122807|1||0.0|"""@analicialouise: tevin is my favorite sophomore i think he's so funny"" hes really not. lmaoo hes a little hoe"
312|0.13375796|0.025362318|0.7|0.048951052|1||0.0|"""@angelenagoley: 10 sex positions  ""naw this what u call fucking the soul outta bitch &#128557;"
313|0.13333334|0.025270758|0.7|0.048780486|0||0.0|"""@ashlingwilde: @itsnotadam is bored supposed to be cute, you faggot?"" sometimes"
314|0.13607594|0.025270758|0.7|0.048780486|2||0.0|"""@ayyee_ceee_: one mans trash &#128686; is another mans treasure &#127942;"""
