N	Acuraccy	Precision	Recall	F-Measure	HastTag		Value	Comment
155	0.46496814	0.011764706	1	0.023255814	domesticviolence		0.04761905	???join me on friday for a prophetic word on periscope httpstcozbctybqx9i   womeninministry internationalspeaker win champion womeninministry abuse domesticviolence depression prophetic womeninbusiness entrepreneur business coach consulting thebossnetwork httpstcopc7ss6oamn
156	0.46835443	0.011764706	1	0.023255814	happiness		0	the talent for being happy is appreciating amp liking what you have instead of what you dont have woody allen do you believe that happiness like unhappiness is a choice? sm drsheri optimism happy quotes mindset chooseyourfeelings chooseyourthoughts woodyallen httpstcoo10g0oxzwg
157	0.4654088	0.011627907	1	0.022988506	violence		0.03448276	ridesafeworld pollux2789 i dont see repeats of multiple accounts of massive riots of violence violentbehavior by uberdrivers its always taxi cab cabbie taxidrivers who result to protest in a non civil manner that is violence driven resulting attacks on drivers amp police leo lawenforcement
158	0.4625	0.011494253	1	0.022727272	violence		0	the exciting new thriller from roger peppercorn set 2 men on a trail of violence amp retribution  httpstco6eqiaks8ju   therogerpepper   httpstcodrsesp3erm
159	0.46583852	0.011494253	1	0.022727272	trust		0	awesome q lineup tuesdaydo the hard thing and take the daily red pill drp we promise you a few things pain support and trust getbetterdealing with the paingiving support to your brotherstrusting one anotherf3counts hl httpstcoqa5wjf7avd httpstcoaya9mo578w
160	0.4691358	0.011494253	1	0.022727272	trust		0.032258064	chroniclesie in field where rubber meets road coldcalling b2b prospects received small business verbal order turned to new client and by gods grace cvaxles car repair  httpstco0zebhyq6e5 god faith trust worship blessed entrepreneurs goals courage inspiration httpstcopiehm6aydz
161	0.46625766	0.011363637	1	0.02247191	violence		0	rt thetruth1776 when president 0 was in officei never burnt the american flagi never disrespected leos i never assaulted anyone for
162	0.46341464	0.011235955	1	0.022222223	violence		0	rt opinionyp todays yorkshirepost comment time to spare domesticabuse victims from this rural hell httpstcow16xrxcso6 jaymitch
163	0.46060607	0.011111111	1	0.021978023	violence		0	physical environment and violence perpetration among male youth in pittsburgh a spatial analysishttpstcobm23jxvexrinjuryprevention violence pittsburgh
164	0.45783132	0.010989011	1	0.021739129	domesticviolence		0	rt wepuk domesticviolence is an epidemic in the uk and yet brutal council funding cuts have led to the dismantling of refuges amp support
165	0.4550898	0.010869565	1	0.021505376	domesticviolence		0	as well as not providing protection for migrant women amp protection for specialist services the bill should be  violenceagainstwomen bill not only restricted to domesticviolence womens lives are not in tidy silos so the legislation shouldnt be either httpstcomozfejqkxk
166	0.45238096	0.010752688	1	0.021276595	domesticviolence	WN:107989121-n	0.0625	rt malepsychology also awful when you see psychologists blaming patriarchy for mens mental health issues amp general bad behaviour the
167	0.44970414	0.010638298	1	0.02105263	violence		0.035714287	so in case no one is paying attention trump and gop are okay with white men who commit crimes such as rape pedophilia physical violence against women along with killing immigrant adults and children yet still going after rkelly ladies are you paying attention nj
168	0.44705883	0.010526316	1	0.020833334	violence		0.0625	rt nacro it is a national public health duty to tackle serious violence including knife crime under the new law public bodies inc
169	0.44444445	0.010416667	1	0.020618558	violence		0.03846154	jakesherman terrorism is an attack on humanrights of all including alqaeda terror we challenge such threats by defending human rights as an alternative to violence hate contempt towards others  usa leaders political figures and of course us media need to all understand this httpstcoxftao98c0s
170	0.44767442	0.010416667	1	0.020618558	trust		0	rt rillil all actors of society are needed to achieve sdgs together however without trust and respect it wont work honest debate in
171	0.44508672	0.010309278	1	0.020408165	violence		0	rt samijarrah jimmacmillan kristenjohanson patloeb thanks jimmacmillan for persistence on this issue its easy to think there are no
172	0.44827586	0.010309278	1	0.020408165	trust		0	this differs from a lead by virtue of being more essentially trust based without trust neither a guide or lead can be effective but some leads will try to lean on their authority
173	0.45142856	0.010309278	1	0.020408165	trust		0	trust who would you not let in httpstcoahqmfcbklh
174	0.45454547	0.010309278	1	0.020408165	happiness		0	hey twitter  ? im new to this ?? im a 17 year old artistrappersongwritermodel hoping to start my career ? all love amp positive vibes to all ?? god bless ? newpage follow love support motivation newtwitter selfie selflove selfcare happiness growth  grateful httpstconyyj5cqjao
175	0.45762712	0.010309278	1	0.020408165	happiness		0	rt graysongoof happy tuesday im so excited for today i know everyone is going to have an amazing day because nothing other than happ
176	0.4550562	0.010204081	1	0.02020202	violence		0	nhs to have legal duty to prevent knife crime prevent implies screeningintervention are we talking body scanners amp cops opportunistic counselling databasing or what crime violence nhs  httpstcoybtwrlougt
177	0.45251396	0.01010101	1	0.020000001	domesticviolence		0.083333336	in the us domesticviolence is often framed as a general public health issue or as the actions of individuals in isolated situationsin india the media often portrays dowry murder as a facet of indian culture how else does society normalize vawhttpstcouhgadscl7a httpstcovqxm2b8xx9
178	0.45	0.01	1	0.01980198	violence		0	rt drbridgetharris im a huge fan of dr rosaliegilletts work looking forward to hearing her present crimejusticequt crimqut19eve
179	0.44751382	0.00990099	1	0.019607842	violence		0	rt amierasawas this is an excellent opportunity for a researcher to work w range of institutions across global south on  urban viole
180	0.44505495	0.009803922	1	0.019417478	domesticviolence		0	signing up is really easy just email the great folks from rundvoutoftown marathonteambatteredwomensnetworkorg and tell them cawc sent you its a great way to raise funds and awareness for domesticviolence victims and yes there are no alligators involved httpstcoirodsteyga
181	0.44808742	0.009803922	1	0.019417478	trust		0	oh lord help me trust you so i become strong like a tree planted by the rivers of water ~kfaith jeremiah 178 jeremiah trust essentialfaith httpstcoafkqp9ngqn
182	0.45108697	0.009803922	1	0.019417478	trust		0.05882353	yassssssss lefteye is my babiei miss her sooo soooo sooo her writing is stupendous trust she must b in tbe heavens if shes not here lilkim  girlscruise  vh1
183	0.45405406	0.009803922	1	0.019417478	trust		0	nejm as medical practices shifted to lt50 being privately owned confidence in medical system ?from 80 tolt40 amid ??corporatizationamp despite standardization ideologies in qisafetychoosingwiselyebm factstragicironic ampproof that trust amp caring matter more than ever httpstcogrkgbxyrre
184	0.45698926	0.009803922	1	0.019417478	trust		0	rt yeshualordofall tears give us a pureand true connectionwith otherstrust gives us a pureand true  connection with god ~jdltgtlt
185	0.45989305	0.009803922	1	0.019417478	happiness		0	best friends and pure joy ???purejoy bliss happiness sunset virginiaisforlovers blueridgemountains bestfriends bff shesmyperson love fashion style louisvuitton champagne bbw balayage httpstcoverrsnrltq
186	0.4574468	0.009708738	1	0.019230768	violence		0.083333336	lgbtqia australians suffer from intense anxiety depression why survey of almost 4000 lgbt people found many  hid their sexuality or genderidentity for  fear of violence or discriminationwomen transgender hate bigotry australia httpstcoubvw0htah1
187	0.46031746	0.009708738	1	0.019230768	happiness		0	beeeeeeuuuuitful day on vermont today sunshine happiness and no rainbow today though   eden vermont httpstcovkfqaqctkh
188	0.4631579	0.009708738	1	0.019230768	trust		0	monday morning motivation for all creative individuals trust your crazy idea it may lead you to a masterpiece mondaymotivation mondaymorning creative graphicdesign trust monday agency webdesign httpstco3uz1do6vbs
189	0.46596858	0.009708738	1	0.019230768	trust		0	trust is like a vase once its broken though you can fix it the vase will never be same againquoteoftheday quotes quotesaboutlife quotesaboutlife trust httpstco2kt3rml4z2
190	0.46875	0.009708738	1	0.019230768	happiness		0	happiness is the smile of someone you love a decent breakfast the warm sunset your little everyday joys all lined up in a row
191	0.46632123	0.009615385	1	0.01904762	domesticviolence		0	rt jgmacleodauthor abalone is a story about 1st love relationship violence amp the possibility of healinghttpstcoyrcdob4qgbdo
192	0.46391752	0.00952381	1	0.018867925	violence		0	rt salmonyouth thank you mayoroflondon for recognising the vital work we do with youngpeople to help reduce crime and violence https
193	0.46153846	0.009433962	1	0.018691588	domesticviolence		0	domesticviolence is deadly for women httpstcoum5ogt11eq
194	0.45918366	0.009345794	1	0.018518519	violence		0	rt srbparlproject women parliamentary network zpmsrbija crossparty dialogue on reorganisation of priorities green eu region you
195	0.46192893	0.009345794	1	0.018518519	trust		0	rt trius ? krodha 2019 action romance thriller on imdb httpstcotw7qlvrkcr  based on truth facts a disturbed main character
196	0.45959595	0.009259259	1	0.018348625	violence		0	clear link between poverty in the capital and the rise in serious youth violence httpstcoatppjxrvoq summerholidays clgangs httpstcohgnebzzkfh
197	0.45728642	0.009174312	1	0.018181818	violence		0.071428575	rt refugecharity powerful words by london mayor sadiqkhan about rising violence rates the lesson we must all learn is that you cant
198	0.455	0.009090909	1	0.018018018	violence		0	rt etropicjournal read emmaddoolans hinterland gothic subtropical excess in the literature of south east queensland gothic postcol
199	0.45771143	0.009090909	1	0.018018018	trust		0	rt rillil all actors of society are needed to achieve sdgs together however without trust and respect it wont work honest debate in
